Performance Statistics   2018-06-14 18:00:00 - 2018-06-14 18:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Jobfunction.edit#ready                        0,0           0           0         0,0           1
skillguard$Jobfunction.edit#setItem                     19,0          19          19         0,0           1
skillguard$Jobfunction.edit#uiPermissions                0,0           0           0         0,0           1
skillguard$Jobfunction.edit#xml                          2,0           2           2         0,0           1
skillguard$Jobfunction.edit.windowActions#load           0,0           0           0         0,0           1
windowActions#xml                                        1,0           1           1         0,0           1

Performance Statistics   2018-06-14 18:50:00 - 2018-06-14 18:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           4
loginWindow#inject                                       0,0           0           0         0,0           4
loginWindow#load                                         5,3           3          10         2,9           4
loginWindow#ready                                        0,0           0           0         0,0           4
loginWindow#uiPermissions                                0,0           0           0         0,0           4
loginWindow#xml                                          1,0           0           3         1,2           4
mainWindow#init                                          0,0           0           0         0,0           4
mainWindow#inject                                        0,0           0           0         0,0           4
mainWindow#load                                          9,0           7          12         1,9           4
mainWindow#ready                                         3,3           3           4         0,4           4
mainWindow#uiPermissions                                 0,0           0           0         0,0           4
mainWindow#xml                                           0,8           0           2         0,8           4
skillguard$Jobfunction.browse#init                       0,0           0           0         0,0           2
skillguard$Jobfunction.browse#inject                     0,0           0           0         0,0           2
skillguard$Jobfunction.browse#load                     120,0           9         231       111,0           2
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           2
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           2
skillguard$Jobfunction.browse#xml                        5,0           0          10         5,0           2
skillguard$Jobfunction.browse@jobfunctionsDs            17,5          16          19         1,5           2
skillguard$Jobfunction.edit#init                         0,0           0           0         0,0           1
skillguard$Jobfunction.edit#inject                       0,0           0           0         0,0           2
skillguard$Jobfunction.edit#load                        10,0          10          10         0,0           1
skillguard$Jobfunction.edit#ready                        0,0           0           0         0,0           1
skillguard$Jobfunction.edit#setItem                     16,0          16          16         0,0           1
skillguard$Jobfunction.edit#uiPermissions                0,0           0           0         0,0           1
skillguard$Jobfunction.edit#xml                          0,0           0           0         0,0           1
skillguard$Jobfunction.edit.windowActions#load           0,0           0           0         0,0           1
windowActions#xml                                        1,0           1           1         0,0           1

Performance Statistics   2018-06-14 18:54:00 - 2018-06-14 18:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        21,0          21          21         0,0           1
loginWindow#inject                                      23,0          23          23         0,0           1
loginWindow#load                                       398,0         398         398         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                1,0           1           1         0,0           1
loginWindow#xml                                         11,0          11          11         0,0           1
mainWindow#init                                         40,0          40          40         0,0           1
mainWindow#inject                                       16,0          16          16         0,0           1
mainWindow#load                                        304,0         304         304         0,0           1
mainWindow#ready                                        10,0          10          10         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           3,0           3           3         0,0           1
skillguard$Jobfunction.browse#init                       0,0           0           0         0,0           1
skillguard$Jobfunction.browse#inject                     1,0           1           1         0,0           1
skillguard$Jobfunction.browse#load                     566,0         566         566         0,0           1
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           1
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Jobfunction.browse#xml                       11,0          11          11         0,0           1
skillguard$Jobfunction.browse@jobfunctionsDs           448,0         448         448         0,0           1
skillguard$Jobfunction.edit#init                         0,0           0           0         0,0           1
skillguard$Jobfunction.edit#inject                       0,5           0           1         0,5           2
skillguard$Jobfunction.edit#load                       242,0         242         242         0,0           1
skillguard$Jobfunction.edit#ready                        0,0           0           0         0,0           1
skillguard$Jobfunction.edit#setItem                     62,0          62          62         0,0           1
skillguard$Jobfunction.edit#uiPermissions                0,0           0           0         0,0           1
skillguard$Jobfunction.edit#xml                          3,0           3           3         0,0           1
skillguard$Jobfunction.edit.windowActions#load           4,0           4           4         0,0           1
windowActions#xml                                        2,0           2           2         0,0           1

Performance Statistics   2018-06-14 18:56:00 - 2018-06-14 18:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           2
loginWindow#inject                                       2,0           0           4         2,0           2
loginWindow#load                                       537,0           9        1065       528,0           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                        422,0           1         843       421,0           2
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        0,5           0           1         0,5           2
mainWindow#load                                         19,5          13          26         6,5           2
mainWindow#ready                                         5,5           5           6         0,5           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           1,0           1           1         0,0           2
skillguard$Jobfunction.browse#init                       7,0           0          14         7,0           2
skillguard$Jobfunction.browse#inject                     1,0           0           2         1,0           2
skillguard$Jobfunction.browse#load                     582,5          27        1138       555,5           2
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           2
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           2
skillguard$Jobfunction.browse#xml                        6,5           5           8         1,5           2
skillguard$Jobfunction.browse@jobfunctionsDs            18,5          18          19         0,5           2
skillguard$Role.browse#init                              0,0           0           0         0,0           1
skillguard$Role.browse#inject                            1,0           1           1         0,0           1
skillguard$Role.browse#load                             65,0          65          65         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                               6,0           6           6         0,0           1
skillguard$Role.browse@rolesDs                          20,0          20          20         0,0           1

Performance Statistics   2018-06-14 18:58:00 - 2018-06-14 19:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Department.browse#init                        0,0           0           0         0,0           1
skillguard$Department.browse#inject                      0,0           0           0         0,0           1
skillguard$Department.browse#load                       88,0          88          88         0,0           1
skillguard$Department.browse#ready                       0,0           0           0         0,0           1
skillguard$Department.browse#uiPermissions               0,0           0           0         0,0           1
skillguard$Department.browse#xml                         7,0           7           7         0,0           1
skillguard$Department.browse@departmentsDs              21,0          21          21         0,0           1
skillguard$Department.browse@parentDepartmentsDs        12,0          12          12         0,0           1
skillguard$Employee.browse#init                          0,0           0           0         0,0           1
skillguard$Employee.browse#inject                        0,0           0           0         0,0           1
skillguard$Employee.browse#load                        165,0         165         165         0,0           1
skillguard$Employee.browse#ready                         0,0           0           0         0,0           1
skillguard$Employee.browse#uiPermissions                 0,0           0           0         0,0           1
skillguard$Employee.browse#xml                           8,0           8           8         0,0           1
skillguard$Employee.browse@departmentsDs                13,0          13          13         0,0           1
skillguard$Employee.browse@employeesDs                  25,0          25          25         0,0           1
skillguard$Jobfunction.browse@jobfunctionsDs            23,0          23          23         0,0           1

Performance Statistics   2018-06-14 19:00:00 - 2018-06-14 19:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
lookupWindowActions#inject                               0,0           0           0         0,0           1
lookupWindowActions#load                                 9,0           9           9         0,0           1
lookupWindowActions#xml                                  1,0           1           1         0,0           1
skillguard$Role.browse#init                              0,0           0           0         0,0           1
skillguard$Role.browse#inject                            0,0           0           0         0,0           1
skillguard$Role.browse#load                             22,0          22          22         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                               1,0           1           1         0,0           1
skillguard$Role.browse@rolesDs                           8,0           8           8         0,0           1

Performance Statistics   2018-06-14 19:02:00 - 2018-06-14 19:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           1
loginWindow#inject                                       3,0           3           3         0,0           1
loginWindow#load                                         5,0           5           5         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                0,0           0           0         0,0           1
loginWindow#xml                                          1,0           1           1         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        2,0           2           2         0,0           1
mainWindow#load                                         19,0          19          19         0,0           1
mainWindow#ready                                         9,0           9           9         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           1,0           1           1         0,0           1
skillguard$Jobfunction.browse#init                       0,0           0           0         0,0           1
skillguard$Jobfunction.browse#inject                     0,0           0           0         0,0           1
skillguard$Jobfunction.browse#load                     488,0         488         488         0,0           1
skillguard$Jobfunction.browse#ready                      0,0           0           0         0,0           1
skillguard$Jobfunction.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Jobfunction.browse#xml                        7,0           7           7         0,0           1
skillguard$Jobfunction.browse@jobfunctionsDs            39,0          39          39         0,0           1

Performance Statistics   2018-06-14 19:04:00 - 2018-06-14 19:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 19:06:00 - 2018-06-14 19:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
lookupWindowActions#inject                               0,0           0           0         0,0           1
lookupWindowActions#load                                 2,0           2           2         0,0           1
lookupWindowActions#xml                                  1,0           1           1         0,0           1
skillguard$Role.browse#init                              0,0           0           0         0,0           1
skillguard$Role.browse#inject                            0,0           0           0         0,0           1
skillguard$Role.browse#load                             12,0          12          12         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                               1,0           1           1         0,0           1
skillguard$Role.browse@rolesDs                           7,0           7           7         0,0           1

Performance Statistics   2018-06-14 19:08:00 - 2018-06-14 19:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
lookupWindowActions#inject                               0,0           0           0         0,0           1
lookupWindowActions#load                                 2,0           2           2         0,0           1
lookupWindowActions#xml                                  1,0           1           1         0,0           1
skillguard$Role.browse#init                              0,0           0           0         0,0           1
skillguard$Role.browse#inject                            0,0           0           0         0,0           1
skillguard$Role.browse#load                             13,0          13          13         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                               1,0           1           1         0,0           1
skillguard$Role.browse@rolesDs                           7,0           7           7         0,0           1
skillguard$RoleCertificateType.browse#init               0,0           0           0         0,0           1
skillguard$RoleCertificateType.browse#inject             1,0           1           1         0,0           1
skillguard$RoleCertificateType.browse#load              47,0          47          47         0,0           1
skillguard$RoleCertificateType.browse#ready              0,0           0           0         0,0           1
skillguard$RoleCertificateType.browse#uiPermissions         0,0           0           0         0,0           1
skillguard$RoleCertificateType.browse#xml                7,0           7           7         0,0           1
skillguard$RoleCertificateType.browse@certificateTypesDs        11,0           8          14         3,0           2
skillguard$RoleCertificateType.browse@roleCertificateTypesDs        16,0          16          16         0,0           1
skillguard$RoleCertificateType.browse@rolesDs            8,0           7           9         1,0           2

Performance Statistics   2018-06-14 19:10:00 - 2018-06-14 19:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 19:12:00 - 2018-06-14 19:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 19:14:00 - 2018-06-14 19:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 19:18:00 - 2018-06-14 19:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        24,0          24          24         0,0           1
loginWindow#inject                                      30,0          30          30         0,0           1
loginWindow#load                                       576,0         576         576         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                2,0           2           2         0,0           1
loginWindow#xml                                         17,0          17          17         0,0           1

Performance Statistics   2018-06-14 19:20:00 - 2018-06-14 19:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
mainWindow#init                                         31,0          31          31         0,0           1
mainWindow#inject                                       15,0          15          15         0,0           1
mainWindow#load                                        349,0         349         349         0,0           1
mainWindow#ready                                         7,0           7           7         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           5,0           5           5         0,0           1
skillguard$Role.browse#init                             10,0          10          10         0,0           1
skillguard$Role.browse#inject                            3,0           3           3         0,0           1
skillguard$Role.browse#load                            868,0         868         868         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                               7,0           7           7         0,0           1
skillguard$Role.browse@rolesDs                         347,0         347         347         0,0           1

Performance Statistics   2018-06-14 19:52:00 - 2018-06-14 19:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        18,0          18          18         0,0           1
loginWindow#inject                                      16,0          16          16         0,0           1
loginWindow#load                                       359,0         359         359         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                1,0           1           1         0,0           1
loginWindow#xml                                         13,0          13          13         0,0           1
mainWindow#init                                         34,0          34          34         0,0           1
mainWindow#inject                                       15,0          15          15         0,0           1
mainWindow#load                                        312,0         312         312         0,0           1
mainWindow#ready                                        10,0          10          10         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           5,0           5           5         0,0           1

Performance Statistics   2018-06-14 19:54:00 - 2018-06-14 19:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
lookupWindowActions#inject                               0,0           0           0         0,0           4
lookupWindowActions#load                                 6,8           1          22         8,8           4
lookupWindowActions#xml                                  0,8           0           2         0,8           4
skillguard$CertificateType.browse#init                   0,0           0           0         0,0           5
skillguard$CertificateType.browse#inject                 0,2           0           1         0,4           5
skillguard$CertificateType.browse#load                  22,4          13          56        16,9           5
skillguard$CertificateType.browse#ready                  0,0           0           0         0,0           5
skillguard$CertificateType.browse#uiPermissions          0,0           0           0         0,0           5
skillguard$CertificateType.browse#xml                    1,6           0           4         1,4           5
skillguard$CertificateType.browse@certificateTypesDs        16,5           8          49        14,6           6
skillguard$Role.browse#init                             14,0          14          14         0,0           1
skillguard$Role.browse#inject                            2,0           2           2         0,0           1
skillguard$Role.browse#load                            867,0         867         867         0,0           1
skillguard$Role.browse#ready                             0,0           0           0         0,0           1
skillguard$Role.browse#uiPermissions                     0,0           0           0         0,0           1
skillguard$Role.browse#xml                              12,0          12          12         0,0           1
skillguard$Role.browse@rolesDs                         446,0         446         446         0,0           1

Performance Statistics   2018-06-14 19:56:00 - 2018-06-14 19:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 19:58:00 - 2018-06-14 20:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 20:00:00 - 2018-06-14 20:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 20:02:00 - 2018-06-14 20:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 20:04:00 - 2018-06-14 20:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         19,0          19          19         0,0           1
mainWindow#ready                                        10,0          10          10         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           4,0           4           4         0,0           1

Performance Statistics   2018-06-14 20:06:00 - 2018-06-14 20:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Certificate.browse#init                       0,0           0           0         0,0           1
skillguard$Certificate.browse#inject                     0,0           0           0         0,0           1
skillguard$Certificate.browse#load                      92,0          92          92         0,0           1
skillguard$Certificate.browse#ready                      0,0           0           0         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        6,0           6           6         0,0           1
skillguard$Certificate.browse@certificatesDs            14,0          14          14         0,0           1

Performance Statistics   2018-06-14 20:08:00 - 2018-06-14 20:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           2
loginWindow#inject                                       0,0           0           0         0,0           2
loginWindow#load                                         5,0           4           6         1,0           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                          0,5           0           1         0,5           2
lookupWindowActions#inject                               0,0           0           0         0,0           1
lookupWindowActions#load                                 4,0           4           4         0,0           1
lookupWindowActions#xml                                  1,0           1           1         0,0           1
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        2,0           0           4         2,0           2
mainWindow#load                                         16,0           8          24         8,0           2
mainWindow#ready                                         3,5           3           4         0,5           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           1,5           0           3         1,5           2
sec$User.lookup#init                                     7,0           7           7         0,0           1
sec$User.lookup#inject                                   2,0           2           2         0,0           1
sec$User.lookup#load                                    27,0          27          27         0,0           1
sec$User.lookup#ready                                    0,0           0           0         0,0           1
sec$User.lookup#uiPermissions                            0,0           0           0         0,0           1
sec$User.lookup#xml                                      5,0           5           5         0,0           1
sec$User.lookup@usersDs                                 23,0          23          23         0,0           1
skillguard$Certificate.browse#init                       0,0           0           0         0,0           1
skillguard$Certificate.browse#inject                     5,0           5           5         0,0           1
skillguard$Certificate.browse#load                    1998,0        1998        1998         0,0           1
skillguard$Certificate.browse#ready                      0,0           0           0         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        3,0           3           3         0,0           1
skillguard$Certificate.browse@certificatesDs            41,0          41          41         0,0           1
skillguard$Certificate.browse@employeesDs               14,5           8          21         6,5           2
skillguard$Certificate.browse@qualificationTypesDs        20,5           9          32        11,5           2
skillguard$CertificateType.browse#init                   0,0           0           0         0,0           1
skillguard$CertificateType.browse#inject                 0,0           0           0         0,0           1
skillguard$CertificateType.browse#load                  12,0          12          12         0,0           1
skillguard$CertificateType.browse#ready                  0,0           0           0         0,0           1
skillguard$CertificateType.browse#uiPermissions          0,0           0           0         0,0           1
skillguard$CertificateType.browse#xml                    1,0           1           1         0,0           1
skillguard$CertificateType.browse@certificateTypesDs        10,0          10          10         0,0           1

Performance Statistics   2018-06-14 20:10:00 - 2018-06-14 20:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 20:12:00 - 2018-06-14 20:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           2
loginWindow#inject                                       1,0           0           2         1,0           2
loginWindow#load                                         5,5           3           8         2,5           2
loginWindow#ready                                        0,0           0           0         0,0           2
loginWindow#uiPermissions                                0,0           0           0         0,0           2
loginWindow#xml                                          1,5           0           3         1,5           2
mainWindow#init                                          0,0           0           0         0,0           2
mainWindow#inject                                        0,5           0           1         0,5           2
mainWindow#load                                         10,0          10          10         0,0           2
mainWindow#ready                                         5,0           5           5         0,0           2
mainWindow#uiPermissions                                 0,0           0           0         0,0           2
mainWindow#xml                                           0,5           0           1         0,5           2
skillguard$Certificate.browse#init                       0,0           0           0         0,0           1
skillguard$Certificate.browse#inject                     0,0           0           0         0,0           1
skillguard$Certificate.browse#load                      23,0          23          23         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        0,0           0           0         0,0           1
skillguard$Certificate.browse@certificatesDs            23,0          23          23         0,0           1
skillguard$Certificate.browse@employeesDs                8,0           8           8         0,0           1
skillguard$Certificate.browse@qualificationTypesDs         9,0           9           9         0,0           1

Performance Statistics   2018-06-14 20:14:00 - 2018-06-14 20:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           8
loginWindow#inject                                       1,0           0           5         1,8           8
loginWindow#load                                         5,0           3           9         2,2           8
loginWindow#ready                                        0,0           0           0         0,0           8
loginWindow#uiPermissions                                0,0           0           0         0,0           8
loginWindow#xml                                          0,9           0           4         1,4           8
mainWindow#init                                          0,0           0           0         0,0           4
mainWindow#inject                                        1,0           0           4         1,7           4
mainWindow#load                                          9,5           8          12         1,5           4
mainWindow#ready                                         6,0           3          13         4,1           4
mainWindow#uiPermissions                                 0,0           0           0         0,0           4
mainWindow#xml                                           0,8           0           2         0,8           4
skillguard$Certificate.browse#init                       0,0           0           0         0,0           2
skillguard$Certificate.browse#inject                     0,0           0           0         0,0           2
skillguard$Certificate.browse#load                      16,5          16          17         0,5           2
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           2
skillguard$Certificate.browse#xml                        0,0           0           0         0,0           2
skillguard$Certificate.browse@certificatesDs            15,0          13          17         2,0           2
skillguard$Certificate.browse@employeesDs                7,0           6           8         1,0           2
skillguard$Certificate.browse@qualificationTypesDs         7,5           7           8         0,5           2

Performance Statistics   2018-06-14 20:16:00 - 2018-06-14 20:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        23,0          23          23         0,0           1
loginWindow#inject                                      29,0          29          29         0,0           1
loginWindow#load                                       391,0         391         391         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                1,0           1           1         0,0           1
loginWindow#xml                                         18,0          18          18         0,0           1
mainWindow#init                                         34,0          34          34         0,0           1
mainWindow#inject                                       13,0          13          13         0,0           1
mainWindow#load                                        318,0         318         318         0,0           1
mainWindow#ready                                         7,0           7           7         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           3,0           3           3         0,0           1
skillguard$Certificate.browse#init                       6,0           6           6         0,0           1
skillguard$Certificate.browse#inject                     2,0           2           2         0,0           1
skillguard$Certificate.browse#load                     962,0         962         962         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        9,0           9           9         0,0           1
skillguard$Certificate.browse@certificatesDs            39,0          39          39         0,0           1
skillguard$Certificate.browse@employeesDs               16,0          16          16         0,0           1
skillguard$Certificate.browse@qualificationTypesDs       285,0         285         285         0,0           1

Performance Statistics   2018-06-14 20:18:00 - 2018-06-14 20:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                         0,0           0           0         0,0           1
loginWindow#inject                                       0,0           0           0         0,0           1
loginWindow#load                                         7,0           7           7         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                0,0           0           0         0,0           1
loginWindow#xml                                          1,0           1           1         0,0           1
mainWindow#init                                          0,0           0           0         0,0           1
mainWindow#inject                                        0,0           0           0         0,0           1
mainWindow#load                                         17,0          17          17         0,0           1
mainWindow#ready                                         6,0           6           6         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           1,0           1           1         0,0           1
skillguard$Certificate.browse#init                       0,0           0           0         0,0           1
skillguard$Certificate.browse#inject                     1,0           1           1         0,0           1
skillguard$Certificate.browse#load                    1578,0        1578        1578         0,0           1
skillguard$Certificate.browse#ready                      0,0           0           0         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        2,0           2           2         0,0           1
skillguard$Certificate.browse@certificatesDs            22,0          22          22         0,0           1
skillguard$Certificate.browse@employeesDs                9,0           9           9         0,0           1
skillguard$Certificate.browse@qualificationTypesDs        13,0          13          13         0,0           1

Performance Statistics   2018-06-14 20:20:00 - 2018-06-14 20:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Certificate.browse@employeesDs               11,0          11          11         0,0           1
skillguard$Certificate.browse@qualificationTypesDs       370,0         370         370         0,0           1

Performance Statistics   2018-06-14 20:22:00 - 2018-06-14 20:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
skillguard$Certificate.browse@certificatesDs            18,0          18          18         0,0           1
skillguard$Certificate.browse@employeesDs               10,0          10          10         0,0           1
skillguard$Certificate.browse@qualificationTypesDs        12,0          12          12         0,0           1
skillguard$CertificateType.browse#init                   0,0           0           0         0,0           1
skillguard$CertificateType.browse#inject                 0,0           0           0         0,0           1
skillguard$CertificateType.browse#load                  96,0          96          96         0,0           1
skillguard$CertificateType.browse#ready                  0,0           0           0         0,0           1
skillguard$CertificateType.browse#uiPermissions          0,0           0           0         0,0           1
skillguard$CertificateType.browse#xml                   14,0          14          14         0,0           1
skillguard$CertificateType.browse@certificateTypesDs        10,0          10          10         0,0           1

Performance Statistics   2018-06-14 20:26:00 - 2018-06-14 20:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2018-06-14 20:28:00 - 2018-06-14 20:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        18,0          18          18         0,0           1
loginWindow#inject                                      17,0          17          17         0,0           1
loginWindow#load                                       368,0         368         368         0,0           1
loginWindow#ready                                        0,0           0           0         0,0           1
loginWindow#uiPermissions                                1,0           1           1         0,0           1
loginWindow#xml                                         10,0          10          10         0,0           1
mainWindow#init                                         50,0          50          50         0,0           1
mainWindow#inject                                       26,0          26          26         0,0           1
mainWindow#load                                        360,0         360         360         0,0           1
mainWindow#ready                                         9,0           9           9         0,0           1
mainWindow#uiPermissions                                 0,0           0           0         0,0           1
mainWindow#xml                                           8,0           8           8         0,0           1
skillguard$Certificate.browse#init                       9,0           9           9         0,0           1
skillguard$Certificate.browse#inject                     4,0           4           4         0,0           1
skillguard$Certificate.browse#load                    1252,0        1252        1252         0,0           1
skillguard$Certificate.browse#ready                      0,0           0           0         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                       14,0          14          14         0,0           1
skillguard$Certificate.browse@certificatesDs            45,0          45          45         0,0           1
skillguard$Certificate.browse@employeesDs               25,0          25          25         0,0           1
skillguard$Certificate.browse@qualificationTypesDs       365,0         365         365         0,0           1

Performance Statistics   2018-06-14 20:30:00 - 2018-06-14 20:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
mainWindow#init                                          0,0           0           0         0,0           3
mainWindow#inject                                        1,7           0           5         2,4           3
mainWindow#load                                         42,3          11          75        26,1           3
mainWindow#ready                                         7,7           7           9         0,9           3
mainWindow#uiPermissions                                 0,0           0           0         0,0           3
mainWindow#xml                                           1,3           0           4         1,9           3
skillguard$Certificate.browse#init                       0,0           0           0         0,0           1
skillguard$Certificate.browse#inject                     1,0           1           1         0,0           1
skillguard$Certificate.browse#load                      38,0          38          38         0,0           1
skillguard$Certificate.browse#ready                      0,0           0           0         0,0           1
skillguard$Certificate.browse#uiPermissions              0,0           0           0         0,0           1
skillguard$Certificate.browse#xml                        2,0           2           2         0,0           1
skillguard$Certificate.browse@certificatesDs            38,0          38          38         0,0           1
skillguard$Certificate.browse@employeesDs               13,0          13          13         0,0           1
skillguard$Certificate.browse@qualificationTypesDs        11,0          11          11         0,0           1
skillguard$CertificateType.browse#init                   1,0           1           1         0,0           1
skillguard$CertificateType.browse#inject                 1,0           1           1         0,0           1
skillguard$CertificateType.browse#load                  73,0          73          73         0,0           1
skillguard$CertificateType.browse#ready                  0,0           0           0         0,0           1
skillguard$CertificateType.browse#uiPermissions          0,0           0           0         0,0           1
skillguard$CertificateType.browse#xml                    7,0           7           7         0,0           1
skillguard$CertificateType.browse@certificateTypesDs        13,5          11          16         2,5           2

Performance Statistics   2018-06-14 20:32:00 - 2018-06-14 20:34:00
